temp_max,weather_icon,cloud_cover,wind_speed,humidity,weather_date,temp_min,weather_summary
10.13,partly-cloudy-day,0.48,1.11,0.7,2/16/2013 0:00,3.7,Partly cloudy throughout the day.
27.28,partly-cloudy-day,0.12,2.5,0.66,7/6/2013 23:00,14.99,"Partly cloudy starting in the afternoon, continuing until evening."
23.85,partly-cloudy-day,0.48,3,0.67,8/8/2013 23:00,15.68,Mostly cloudy until evening.
16.87,cloudy,0.81,3.7,0.84,5/19/2013 23:00,11.38,Overcast until evening.
22.89,partly-cloudy-day,0.44,3.97,0.76,7/3/2013 23:00,12.48,Mostly cloudy throughout the day.
1.22,wind,0.6,8.17,0.73,3/11/2013 0:00,-1.57,Breezy and partly cloudy throughout the day.
4.87,partly-cloudy-day,0.66,3.61,0.69,3/30/2013 0:00,0.94,Mostly cloudy throughout the day.
16.55,partly-cloudy-day,0.4,5.75,0.7,4/15/2013 23:00,9.63,Partly cloudy until evening.
7.29,partly-cloudy-day,0.73,3.33,0.77,11/25/2013 0:00,4.54,Mostly cloudy until evening.
7.35,partly-cloudy-day,0.5,0.73,0.91,3/18/2013 0:00,-0.22,Mostly cloudy throughout the day.
1.53,partly-cloudy-day,0.83,6.06,0.78,3/24/2013 0:00,-0.32,Mostly cloudy throughout the day.
14.28,wind,0.47,7.13,0.71,5/8/2013 23:00,7.28,Breezy and mostly cloudy throughout the day.
13.14,fog,0.17,2.41,0.72,3/6/2013 0:00,7.65,Foggy overnight.
29.2,partly-cloudy-day,0.46,0.48,0.56,7/15/2013 23:00,17.03,Mostly cloudy throughout the day.
1.88,partly-cloudy-day,0.87,3.36,0.93,2/11/2013 0:00,0.55,Mostly cloudy throughout the day.
4.08,partly-cloudy-day,0.5,3.57,0.66,3/28/2013 0:00,-0.89,Mostly cloudy throughout the day.
25.56,partly-cloudy-day,0.31,0.95,0.76,6/18/2013 23:00,15.81,Mostly cloudy until evening.
9.99,partly-cloudy-day,0.36,4.97,0.65,4/7/2013 23:00,3.47,Partly cloudy until evening.
11.95,wind,0.58,8.48,0.84,12/23/2013 0:00,5.14,Overcast until evening and windy throughout the day.
19.82,partly-cloudy-day,0.16,2.07,0.6,5/6/2013 23:00,8.63,"Partly cloudy starting in the afternoon, continuing until evening."
23.17,partly-cloudy-day,0.34,4.85,0.71,8/2/2013 23:00,15.36,Mostly cloudy until evening.
20.25,partly-cloudy-day,0.46,3.48,0.68,4/22/2013 23:00,10.02,Partly cloudy until evening.
27.27,partly-cloudy-day,0.18,4.26,0.57,7/18/2013 23:00,15.62,Partly cloudy until evening.
4.96,partly-cloudy-day,0.4,2.8,0.68,3/31/2013 0:00,-1.54,Mostly cloudy until morning.
9.49,partly-cloudy-night,0.33,2.79,0.84,2/17/2013 0:00,2.16,Partly cloudy throughout the day.
8.38,partly-cloudy-day,0.5,3.68,0.73,11/30/2013 0:00,3.53,Mostly cloudy until evening.
2.82,fog,0.53,3.44,0.88,1/22/2013 0:00,-3.73,Foggy in the morning.
18.88,partly-cloudy-day,0.51,3.1,0.79,9/25/2013 23:00,13.12,Mostly cloudy throughout the day.
15.08,wind,0.43,4.55,0.82,11/2/2013 0:00,10.27,Mostly cloudy until afternoon and breezy starting in the evening.
11.51,partly-cloudy-day,0.54,3.04,0.87,4/11/2013 23:00,7.09,Partly cloudy throughout the day.
11.24,partly-cloudy-day,0.35,4.56,0.83,12/8/2013 0:00,5.09,Partly cloudy until evening.
9.9,cloudy,0.96,1.23,0.87,11/28/2013 0:00,8.08,Overcast until evening.
9.98,partly-cloudy-day,0.29,2.94,0.82,11/4/2013 0:00,4.78,Partly cloudy until evening.
8.99,partly-cloudy-day,0.27,3.66,0.78,3/4/2013 0:00,2.14,"Partly cloudy starting in the afternoon, continuing until evening."
10.36,partly-cloudy-day,0.59,4.72,0.85,12/31/2013 0:00,5.77,Mostly cloudy until evening.
11.43,wind,0.22,5.3,0.74,11/3/2013 0:00,7.56,Breezy until afternoon and partly cloudy until evening.
11.23,partly-cloudy-day,0.76,3.71,0.87,1/8/2013 0:00,9.02,Mostly cloudy throughout the day.
12.79,partly-cloudy-day,0.76,2.14,0.87,5/28/2013 23:00,8.38,Mostly cloudy throughout the day.
10.59,partly-cloudy-day,0.55,2.96,0.81,2/14/2013 0:00,4.07,Partly cloudy until evening.
19.8,partly-cloudy-day,0.43,3.63,0.69,8/12/2013 23:00,11.46,Mostly cloudy until evening.
29.3,partly-cloudy-day,0.4,0.84,0.45,7/14/2013 23:00,17.96,Partly cloudy throughout the day.
6.4,fog,0.03,1.45,0.93,12/11/2013 0:00,2.06,Foggy until afternoon.
9.08,partly-cloudy-day,0.84,3.27,0.92,1/7/2013 0:00,7.1,Mostly cloudy throughout the day.
21.07,partly-cloudy-day,0.33,3.36,0.63,8/31/2013 23:00,10.17,Partly cloudy until evening.
17.34,partly-cloudy-day,0.38,3.35,0.65,5/31/2013 23:00,10.77,Mostly cloudy until evening.
17.85,partly-cloudy-day,0.32,2.12,0.7,5/18/2013 23:00,8.91,Mostly cloudy until evening.
16.99,partly-cloudy-day,0.36,3.45,0.8,9/26/2013 23:00,10.58,Mostly cloudy until evening.
10.59,fog,0.61,1.07,0.79,4/9/2013 23:00,2.98,Foggy in the morning.
4.39,partly-cloudy-day,0.84,4.8,0.83,2/25/2013 0:00,1.74,Mostly cloudy throughout the day.
19.64,partly-cloudy-day,0.38,4.3,0.66,6/6/2013 23:00,10.02,Mostly cloudy until evening.
21.73,partly-cloudy-day,0.49,2.82,0.57,8/9/2013 23:00,14.1,Mostly cloudy until evening.
2.88,partly-cloudy-day,0.31,1.01,0.83,1/17/2013 0:00,-3.86,Partly cloudy throughout the day.
5.87,partly-cloudy-day,0.78,2.37,0.86,3/20/2013 0:00,2.37,Mostly cloudy throughout the day.
17.36,partly-cloudy-day,0.45,4.76,0.79,9/28/2013 23:00,13.44,Mostly cloudy throughout the day.
9.42,partly-cloudy-day,0.86,1.36,0.79,12/2/2013 0:00,6.59,Mostly cloudy until evening.
15.36,wind,0.41,4.65,0.86,9/14/2013 23:00,6.72,"Breezy and mostly cloudy starting in the afternoon, continuing until evening."
16.65,partly-cloudy-day,0.64,4.22,0.77,9/9/2013 23:00,9.38,Mostly cloudy until evening.
6.16,partly-cloudy-day,0.61,6.04,0.75,2/6/2013 0:00,2.86,Mostly cloudy throughout the day.
10.18,partly-cloudy-day,0.62,4.4,0.77,11/29/2013 0:00,6.56,Mostly cloudy until evening.
7.91,partly-cloudy-day,0.48,4.83,0.78,11/21/2013 0:00,3.12,Partly cloudy until evening.
20.39,partly-cloudy-day,0.41,3.6,0.61,8/11/2013 23:00,13.57,Mostly cloudy throughout the day.
11.93,partly-cloudy-day,0.4,6.67,0.81,12/24/2013 0:00,5.43,Mostly cloudy until afternoon.
-0.06,fog,0.48,0.93,0.91,1/16/2013 0:00,-2.32,Foggy in the morning.
29.16,partly-cloudy-day,0.11,0.86,0.67,7/12/2013 23:00,15.01,Partly cloudy in the afternoon.
9.57,fog,1,0.87,0.87,11/17/2013 0:00,8.28,Foggy starting in the evening.
19.71,partly-cloudy-day,0.34,2.71,0.56,5/2/2013 23:00,4.48,Partly cloudy throughout the day.
22.74,partly-cloudy-day,0.5,2.66,0.83,8/24/2013 23:00,13.18,Mostly cloudy until evening.
3.82,partly-cloudy-day,0.48,3.95,0.64,3/27/2013 0:00,-0.29,Partly cloudy throughout the day.
18.81,partly-cloudy-day,0.45,4.12,0.69,6/13/2013 23:00,9.13,Mostly cloudy until evening.
11.42,wind,0.57,4.42,0.87,4/12/2013 23:00,4.92,Mostly cloudy throughout the day and breezy overnight.
23.46,partly-cloudy-day,0.55,4.44,0.79,8/14/2013 23:00,16.64,Mostly cloudy throughout the day.
25.13,partly-cloudy-day,0.45,3.05,0.74,7/24/2013 23:00,16.63,Mostly cloudy until evening.
9.94,wind,0.35,7.3,0.74,1/31/2013 0:00,7.12,Partly cloudy throughout the day and breezy in the morning.
3.06,fog,0.85,6.42,0.92,3/23/2013 0:00,0.92,Foggy in the morning.
8.02,partly-cloudy-day,0.77,3.55,0.78,11/24/2013 0:00,5.06,Mostly cloudy until evening.
14.87,fog,0.44,1.84,0.91,10/15/2013 23:00,6.76,Foggy in the morning.
14.7,partly-cloudy-day,0.66,2.89,0.83,11/7/2013 0:00,7.37,Mostly cloudy throughout the day.
17.16,partly-cloudy-day,0.49,2.76,0.91,10/17/2013 23:00,10.5,Mostly cloudy throughout the day.
20.91,partly-cloudy-day,0.49,3.99,0.86,7/29/2013 23:00,15.64,Mostly cloudy throughout the day.
10.54,wind,0.47,5.95,0.84,1/28/2013 0:00,3.02,"Mostly cloudy throughout the day and breezy starting in the afternoon, continuing until evening."
10.29,wind,0.44,6.12,0.73,12/5/2013 0:00,1.08,Mostly cloudy throughout the day and breezy until afternoon.
10.37,partly-cloudy-day,0.4,2.04,0.62,4/6/2013 23:00,-1.21,Mostly cloudy throughout the day.
14.69,partly-cloudy-day,0.94,3.44,0.86,5/29/2013 23:00,10.79,Mostly cloudy until evening.
22.36,partly-cloudy-day,0.55,5.42,0.75,7/28/2013 23:00,16.48,Mostly cloudy throughout the day.
4.09,partly-cloudy-day,0.45,5.84,0.64,4/2/2013 23:00,0.48,Mostly cloudy throughout the day.
30.28,partly-cloudy-day,0.23,1.24,0.54,7/16/2013 23:00,17.14,Partly cloudy until evening.
32.4,partly-cloudy-day,0.2,3.68,0.65,7/31/2013 23:00,16.98,Partly cloudy in the morning.
3.68,partly-cloudy-day,0.7,0.68,0.86,2/9/2013 0:00,1.58,Mostly cloudy throughout the day.
7.56,wind,0.51,3.61,0.86,1/26/2013 0:00,2.37,Partly cloudy throughout the day and breezy overnight.
7.56,partly-cloudy-night,0.12,3.07,0.84,12/29/2013 0:00,0.72,"Partly cloudy starting in the afternoon, continuing until evening."
22.02,partly-cloudy-day,0.27,3.25,0.59,8/18/2013 23:00,12.68,Partly cloudy until evening.
19.69,partly-cloudy-day,0.83,3.67,0.79,7/2/2013 23:00,14.31,Mostly cloudy throughout the day.
6.11,partly-cloudy-day,0.69,4.4,0.83,2/27/2013 0:00,2.33,Mostly cloudy throughout the day.
8.01,fog,0.84,2.52,0.9,3/9/2013 0:00,3.88,Foggy in the morning.
26.47,partly-cloudy-day,0.12,1.34,0.63,7/5/2013 23:00,13.48,Partly cloudy until afternoon.
10.22,wind,0.55,6.58,0.83,12/30/2013 0:00,6.4,Breezy until afternoon and mostly cloudy until evening.
6.42,partly-cloudy-day,0.37,3.65,0.73,3/13/2013 0:00,1.14,Partly cloudy throughout the day.
7.22,cloudy,0.97,0.96,0.72,12/3/2013 0:00,3.66,Overcast throughout the day.
20.33,partly-cloudy-day,0.4,0.97,0.78,6/17/2013 23:00,13.33,Mostly cloudy until evening.
10.66,partly-cloudy-day,0.72,3.15,0.92,1/5/2013 0:00,7.84,Mostly cloudy until evening.
18.83,partly-cloudy-day,0.27,2.4,0.59,6/1/2013 23:00,9.72,Partly cloudy until evening.
23.92,partly-cloudy-day,0.33,0.5,0.76,9/2/2013 23:00,14.04,Mostly cloudy until evening.
16.86,partly-cloudy-day,0.37,2.74,0.8,9/7/2013 23:00,9.13,Mostly cloudy until evening.
22.72,partly-cloudy-day,0.54,3.13,0.76,8/4/2013 23:00,16.23,Mostly cloudy throughout the day.
6.44,partly-cloudy-day,0.48,7.3,0.73,2/5/2013 0:00,2.16,Partly cloudy throughout the day.
26.03,partly-cloudy-day,0.11,3.34,0.75,8/22/2013 23:00,16.34,Partly cloudy in the afternoon.
6.27,partly-cloudy-day,0.61,4.73,0.75,3/21/2013 0:00,1.18,Mostly cloudy throughout the day.
19.19,partly-cloudy-day,0.41,1.53,0.82,10/5/2013 23:00,8.76,Mostly cloudy until evening.
14.87,wind,0.62,4.86,0.88,11/6/2013 0:00,9.31,Mostly cloudy until evening and breezy starting in the evening.
17.95,wind,0.54,5.53,0.77,4/16/2013 23:00,9.66,Partly cloudy throughout the day and breezy starting in the evening.
12.56,wind,0.44,7.85,0.77,1/30/2013 0:00,7.51,"Partly cloudy until evening and breezy starting in the afternoon, continuing until evening."
10.99,wind,0.37,7.86,0.75,12/27/2013 0:00,7.47,Breezy until afternoon and partly cloudy until evening.
8.61,fog,0.67,2.23,0.96,1/6/2013 0:00,6.91,Foggy until afternoon.
6.38,partly-cloudy-day,0.52,3.41,0.85,11/20/2013 0:00,-1.27,Mostly cloudy until evening.
23.14,partly-cloudy-day,0.44,5.02,0.73,7/27/2013 23:00,15.34,Partly cloudy until evening.
2.98,partly-cloudy-day,0.74,3.2,0.8,1/25/2013 0:00,-1.19,Mostly cloudy throughout the day.
19.23,partly-cloudy-day,0.54,2.69,0.69,6/26/2013 23:00,12.2,Mostly cloudy until evening.
14.17,partly-cloudy-day,0.89,4.59,0.72,6/8/2013 23:00,10.29,Mostly cloudy until evening.
7.41,partly-cloudy-day,0.46,3.37,0.82,11/23/2013 0:00,3.41,Mostly cloudy throughout the day.
16.48,partly-cloudy-day,0.55,3.89,0.76,10/8/2013 23:00,9.04,Mostly cloudy until evening.
15.18,partly-cloudy-day,0.61,3.44,0.78,9/17/2013 23:00,10.77,Mostly cloudy until evening.
1.17,partly-cloudy-day,0.68,1.22,0.9,1/21/2013 0:00,-1.98,Mostly cloudy until evening.
12.58,fog,0.45,2.97,0.88,10/14/2013 23:00,8.75,Foggy overnight.
32.16,partly-cloudy-day,0.28,1.62,0.63,7/21/2013 23:00,17.21,Partly cloudy throughout the day.
8.21,partly-cloudy-day,0.65,2.24,0.84,5/23/2013 23:00,5.43,Mostly cloudy throughout the day.
9.03,fog,0.23,1.35,0.91,12/10/2013 0:00,2.06,Foggy in the morning.
17.28,partly-cloudy-day,0.54,4.02,0.82,9/30/2013 23:00,11.76,Mostly cloudy throughout the day.
9.62,partly-cloudy-day,0.32,4.6,0.74,11/14/2013 0:00,5.18,Partly cloudy until evening.
18.76,partly-cloudy-day,0.42,1.95,0.57,6/24/2013 23:00,11.26,Mostly cloudy until evening.
1.74,partly-cloudy-day,0.83,3.92,0.68,2/23/2013 0:00,0.19,Mostly cloudy throughout the day.
10.63,clear-day,0.03,1.61,0.88,9/8/2013 23:00,9.2,Clear throughout the day.
7.81,partly-cloudy-day,0.11,3.17,0.77,12/28/2013 0:00,2.86,Partly cloudy until afternoon.
8.91,cloudy,0.46,3.25,0.9,1/12/2014 0:00,0.38,"Overcast starting in the afternoon, continuing until evening."
8.01,partly-cloudy-day,0.54,2.43,0.83,1/24/2014 0:00,2.76,Mostly cloudy until evening.
6.82,partly-cloudy-day,0.29,2.5,0.81,1/14/2014 0:00,2.05,Partly cloudy until evening.
11.94,wind,0.66,7.1,0.76,2/23/2014 0:00,8.67,Mostly cloudy until evening and breezy until afternoon.
9.37,partly-cloudy-day,0.33,1.72,0.8,1/19/2014 0:00,3.34,Partly cloudy until evening.
9.12,partly-cloudy-day,0.61,4.32,0.83,1/28/2014 0:00,5.03,Mostly cloudy throughout the day.
12.4,partly-cloudy-day,0.4,3.22,0.76,3/10/2014 0:00,5.04,Mostly cloudy throughout the day.
14.23,wind,0.5,5.02,0.74,2/24/2014 0:00,7.99,Mostly cloudy until evening and breezy overnight.
7.37,partly-cloudy-day,0.36,5.83,0.68,2/13/2014 0:00,4.09,Partly cloudy until evening.
15.97,partly-cloudy-day,0.41,2.68,0.75,3/7/2014 0:00,6.84,Mostly cloudy until evening.
13.38,partly-cloudy-day,0.42,4.24,0.78,3/6/2014 0:00,5.82,Mostly cloudy throughout the day.
9.81,partly-cloudy-day,0.67,4.98,0.82,2/6/2014 0:00,5.86,Mostly cloudy until evening.
7.51,wind,0.41,4.62,0.76,2/11/2014 0:00,2.77,Mostly cloudy until evening and breezy in the morning.
5.46,cloudy,0.93,4.25,0.9,1/29/2014 0:00,3.72,Overcast until evening.
10.05,partly-cloudy-day,0.59,5.4,0.83,3/2/2014 0:00,2.54,Mostly cloudy until evening.
10.02,partly-cloudy-day,0.69,2.13,0.87,1/22/2014 0:00,6.12,Mostly cloudy until evening.
8.48,fog,0.46,2.49,0.82,3/26/2014 0:00,2.51,Foggy in the morning.
8.83,wind,0.73,4.74,0.91,1/31/2014 0:00,1.97,Overcast throughout the day and breezy starting in the evening.
9.98,partly-cloudy-day,0.13,3.34,0.76,2/16/2014 0:00,2.34,"Partly cloudy starting in the afternoon, continuing until evening."
10.72,partly-cloudy-day,0.58,5.01,0.83,1/16/2014 0:00,7.27,Mostly cloudy until evening.
11.63,partly-cloudy-day,0.25,4.77,0.71,2/22/2014 0:00,4.72,Partly cloudy until evening.
7.95,partly-cloudy-day,0.38,5.29,0.79,1/27/2014 0:00,2.56,Mostly cloudy until evening.
9.72,wind,0.19,6.97,0.76,2/1/2014 0:00,4.83,Partly cloudy until evening and breezy overnight.
13.57,partly-cloudy-day,0.45,3.3,0.76,3/17/2014 0:00,6.41,Mostly cloudy throughout the day.
16.38,fog,0.04,2.03,0.72,3/14/2014 0:00,4.22,Foggy in the morning.
13.13,partly-cloudy-day,0.58,5.79,0.71,3/18/2014 0:00,7.66,Mostly cloudy throughout the day.
10.13,partly-cloudy-day,0.64,3.29,0.87,2/19/2014 0:00,5.19,Mostly cloudy until evening.
15.92,partly-cloudy-day,0.23,3.85,0.65,3/8/2014 0:00,7.91,Mostly cloudy in the morning.
9.64,wind,0.73,7.86,0.77,2/5/2014 0:00,5.54,Breezy and mostly cloudy throughout the day.
8.18,wind,0.52,8.05,0.66,2/9/2014 0:00,4.78,Breezy until afternoon and mostly cloudy until evening.
11.96,wind,0.44,4.4,0.87,1/5/2014 0:00,1.72,Mostly cloudy until evening and breezy starting in the evening.
8.78,partly-cloudy-day,0.55,1.66,0.84,2/10/2014 0:00,4.08,Mostly cloudy throughout the day.
11.62,partly-cloudy-day,0.5,4.15,0.85,1/8/2014 0:00,7.37,Mostly cloudy until evening.
8.47,partly-cloudy-day,0.47,4.68,0.87,1/17/2014 0:00,6.43,Partly cloudy until evening.
9.72,partly-cloudy-day,0.37,4,0.83,1/13/2014 0:00,5.42,Partly cloudy until evening.
11.19,partly-cloudy-day,0.77,4.63,0.9,1/15/2014 0:00,6.41,Mostly cloudy until evening.
12.02,wind,0.67,6.6,0.81,2/14/2014 0:00,3.47,Overcast until evening and windy starting in the evening.
8.86,partly-cloudy-day,0.59,3.13,0.78,3/25/2014 0:00,5.66,Mostly cloudy until evening.
19.82,partly-cloudy-day,0.31,2.18,0.62,3/30/2014 0:00,8.53,"Mostly cloudy starting in the afternoon, continuing until evening."
9.7,partly-cloudy-day,0.31,2.06,0.79,3/4/2014 0:00,1.4,Mostly cloudy until evening.
12.12,wind,0.32,5.16,0.69,3/21/2014 0:00,6.93,Partly cloudy until evening and breezy overnight.
15.08,partly-cloudy-day,0.37,4.82,0.71,3/19/2014 0:00,7.48,Mostly cloudy until evening.
11.77,wind,0.44,4,0.83,1/25/2014 0:00,5.68,"Foggy in the morning and breezy starting in the afternoon, continuing until evening."
10.75,wind,0.4,4.89,0.82,1/2/2014 0:00,6.54,Partly cloudy until evening and breezy overnight.
8.08,partly-cloudy-day,0.55,1.33,0.85,3/3/2014 0:00,3.18,Mostly cloudy until evening.
12.57,wind,0.58,8.3,0.78,1/6/2014 0:00,9.34,Mostly cloudy until evening and breezy starting in the afternoon.
10.13,partly-cloudy-day,0.57,3.06,0.87,2/18/2014 0:00,5.85,Mostly cloudy throughout the day.
9.21,partly-cloudy-day,0.26,1.64,0.77,3/1/2014 0:00,3.05,Partly cloudy until afternoon.
8.88,wind,0.42,5.3,0.75,2/4/2014 0:00,4.22,Mostly cloudy until evening and breezy starting in the evening.
18.76,partly-cloudy-day,0.14,4.31,0.64,3/16/2014 0:00,7.14,"Partly cloudy starting in the afternoon, continuing until evening."
8.44,partly-cloudy-day,0.32,3.98,0.82,1/23/2014 0:00,3.35,Partly cloudy until evening.
15.37,fog,0.14,1.97,0.78,3/12/2014 0:00,3.73,Foggy overnight.
16.37,partly-cloudy-day,0.32,1.92,0.67,3/30/2014 23:00,10.98,Mostly cloudy until evening.
12.5,partly-cloudy-day,0.61,5.38,0.84,2/20/2014 0:00,6.34,Mostly cloudy throughout the day.
11.34,wind,,7.2,0.86,1/1/2014 0:00,6.59,Breezy until evening.
10.49,wind,0.4,7.66,0.78,1/3/2014 0:00,7.01,Partly cloudy until evening and breezy in the evening.
13.36,wind,0.55,7.16,0.79,3/20/2014 0:00,7.35,Mostly cloudy until evening and breezy until afternoon.
12.01,wind,0.39,6.03,0.77,1/9/2014 0:00,4.86,Breezy in the morning and partly cloudy until evening.
10.68,partly-cloudy-day,0.21,5.57,0.7,3/22/2014 0:00,4.39,Partly cloudy until afternoon.
9.13,wind,0.47,8.53,0.77,2/8/2014 0:00,6.81,Mostly cloudy until evening and breezy starting in the afternoon.
9.81,wind,0.63,3.98,0.79,2/7/2014 0:00,4.13,Mostly cloudy until evening and breezy overnight.
17.11,fog,0.05,0.87,0.76,3/13/2014 0:00,3.94,Foggy in the morning.
8.59,partly-cloudy-day,0.2,2.68,0.81,1/11/2014 0:00,1.02,Partly cloudy until afternoon.
7.66,fog,0.37,2.19,0.89,1/21/2014 0:00,1.97,Foggy in the morning.
9.99,partly-cloudy-day,0.35,4.34,0.83,1/18/2014 0:00,7.58,Mostly cloudy until evening.
9.58,partly-cloudy-day,0.61,4.46,0.84,1/4/2014 0:00,4.06,Mostly cloudy until evening.
10.08,partly-cloudy-day,0.36,3.82,0.7,3/23/2014 0:00,2.48,Partly cloudy until evening.
11.43,partly-cloudy-day,0.62,5.69,0.78,2/25/2014 0:00,6.79,Mostly cloudy throughout the day.
7.99,partly-cloudy-day,0.47,4.92,0.79,2/3/2014 0:00,4.97,Mostly cloudy throughout the day.
7.35,partly-cloudy-day,0.67,2.24,0.86,2/28/2014 0:00,3.43,Mostly cloudy until evening.
10.15,partly-cloudy-day,0.22,5.42,0.72,2/21/2014 0:00,3.59,Partly cloudy throughout the day.
11.38,wind,0.59,7.3,0.78,1/7/2014 0:00,8.98,Breezy in the morning and partly cloudy until evening.
18.08,partly-cloudy-day,0.21,4.99,0.64,3/15/2014 0:00,7.72,Partly cloudy until afternoon.
11.29,partly-cloudy-day,0.26,3.82,0.73,2/26/2014 0:00,4.17,Partly cloudy throughout the day.
8.44,fog,0.17,0.2,0.89,1/20/2014 0:00,1.3,Foggy overnight.
18.47,clear-day,0.08,4.19,0.65,3/29/2014 0:00,7.83,Clear throughout the day.
11.92,cloudy,0.6,4.26,0.79,3/11/2014 0:00,6.19,Overcast until afternoon.
9.3,partly-cloudy-day,0.22,4.75,0.72,2/2/2014 0:00,5.79,Partly cloudy until evening.
10.14,partly-cloudy-day,0.4,3.56,0.85,1/10/2014 0:00,2.68,Mostly cloudy until evening.
12.76,partly-cloudy-day,0.42,2.14,0.73,3/5/2014 0:00,1.33,Mostly cloudy throughout the day.
10.67,partly-cloudy-day,0.56,4.07,0.83,2/17/2014 0:00,4.89,Mostly cloudy until evening.
5.94,partly-cloudy-day,0.81,1.52,0.91,1/30/2014 0:00,3,Mostly cloudy until evening.
10.04,fog,0.44,2.36,0.77,3/27/2014 0:00,2.71,Foggy overnight.
10.2,partly-cloudy-day,0.37,2.69,0.69,3/24/2014 0:00,0.12,Mostly cloudy throughout the day.
12.43,fog,0.19,3.31,0.75,3/28/2014 0:00,3.85,Foggy in the morning.
9.03,partly-cloudy-day,0.4,4.55,0.79,1/26/2014 0:00,3.26,Mostly cloudy until evening.
10.31,partly-cloudy-day,0.32,4.14,0.74,2/27/2014 0:00,3.93,Partly cloudy until evening.
18.97,partly-cloudy-night,0.04,2.78,0.58,3/9/2014 0:00,7.65,Partly cloudy in the evening.
8.83,wind,0.59,7.24,0.75,2/12/2014 0:00,3.03,Mostly cloudy until evening and breezy throughout the day.
9.9,wind,0.35,9.96,0.69,2/15/2014 0:00,5.38,Windy and mostly cloudy until afternoon.
